,YearEnd,LocationDesc,Race/Ethnicity,Physical_Percentage,Obesity_Percentage,Soda_Percentage,PanelID,Production_diff,Production_diff_lag_1,Production_diff_lag_2,Production_diff_lag_3,Physical_Percentage_lag_1,Physical_Percentage_lag_2,Physical_Percentage_lag_3
597,2007,New York,Non-Hispanic Black,20.8,20.1,25.4,145,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,23.8,25.5,22.6
598,2009,New York,Non-Hispanic Black,26.6,20.6,30.6,145,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,20.8,23.8,25.5
599,2011,New York,Non-Hispanic Black,35.5,17.4,27.5,145,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,26.6,20.8,23.8
600,2013,New York,Non-Hispanic Black,26.8,16.4,22.1,145,-169.0,133.79999999999927,-79.5,-592.3000000000002,35.5,26.6,20.8
601,2015,New York,Non-Hispanic Black,33.8,19.2,16.2,145,-96.5,-169.0,178.5000000000009,133.79999999999927,26.8,35.5,26.6
602,2017,New York,Non-Hispanic Black,22.6,18.3,18.3,145,8.300000000000182,-96.5,-156.80000000000018,-169.0,33.8,26.8,35.5
603,2019,New York,Non-Hispanic Black,26.9,18.3,13.0,145,-96.0,8.300000000000182,333.89999999999964,-96.5,22.6,33.8,26.8
604,2007,North Carolina,Non-Hispanic Black,31.5,23.8,33.8,146,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,22.5,21.0,21.4
605,2015,North Carolina,Non-Hispanic Black,32.0,12.0,26.7,146,-96.5,-169.0,178.5000000000009,133.79999999999927,31.5,22.5,21.0
606,2017,North Carolina,Non-Hispanic Black,22.3,16.8,20.3,146,8.300000000000182,-96.5,-156.80000000000018,-169.0,32.0,31.5,22.5
607,2019,North Carolina,Non-Hispanic Black,29.1,15.4,14.9,146,-96.0,8.300000000000182,333.89999999999964,-96.5,22.3,32.0,31.5
610,2007,Oklahoma,Non-Hispanic Black,30.5,20.3,28.0,148,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,29.6,29.7,39.6
611,2009,Oklahoma,Non-Hispanic Black,34.3,17.1,34.9,148,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,30.5,29.6,29.7
612,2009,Pennsylvania,Non-Hispanic Black,27.9,14.4,29.8,149,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,29.1,19.7,24.6
613,2015,Pennsylvania,Non-Hispanic Black,23.1,16.7,25.0,149,-96.5,-169.0,178.5000000000009,133.79999999999927,27.9,29.1,19.7
614,2017,Pennsylvania,Non-Hispanic Black,22.3,16.0,25.6,149,8.300000000000182,-96.5,-156.80000000000018,-169.0,23.1,27.9,29.1
615,2019,Pennsylvania,Non-Hispanic Black,27.6,24.8,8.6,149,-96.0,8.300000000000182,333.89999999999964,-96.5,22.3,23.1,27.9
616,2007,Rhode Island,Non-Hispanic Black,34.9,19.1,27.1,150,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,20.4,20.7,29.0
617,2009,Rhode Island,Non-Hispanic Black,30.4,20.3,22.7,150,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,34.9,20.4,20.7
618,2011,Rhode Island,Non-Hispanic Black,40.5,11.7,21.2,150,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,30.4,34.9,20.4
619,2013,Rhode Island,Non-Hispanic Black,21.1,18.4,19.3,150,-169.0,133.79999999999927,-79.5,-592.3000000000002,40.5,30.4,34.9
620,2015,Rhode Island,Non-Hispanic Black,12.4,10.4,19.9,150,-96.5,-169.0,178.5000000000009,133.79999999999927,21.1,40.5,30.4
621,2017,Rhode Island,Non-Hispanic Black,26.4,14.9,14.8,150,8.300000000000182,-96.5,-156.80000000000018,-169.0,12.4,21.1,40.5
622,2007,South Carolina,Non-Hispanic Black,25.9,20.4,30.8,151,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,14.0,15.2,13.6
623,2009,South Carolina,Non-Hispanic Black,13.1,17.5,29.2,151,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,25.9,14.0,15.2
624,2011,South Carolina,Non-Hispanic Black,24.3,23.4,29.9,151,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,13.1,25.9,14.0
625,2015,South Carolina,Non-Hispanic Black,28.3,23.0,23.2,151,-96.5,-169.0,178.5000000000009,133.79999999999927,24.3,13.1,25.9
626,2017,South Carolina,Non-Hispanic Black,20.8,19.4,24.3,151,8.300000000000182,-96.5,-156.80000000000018,-169.0,28.3,24.3,13.1
627,2019,South Carolina,Non-Hispanic Black,12.8,17.1,17.4,151,-96.0,8.300000000000182,333.89999999999964,-96.5,20.8,28.3,24.3
628,2007,Tennessee,Non-Hispanic Black,31.0,19.9,43.6,152,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,14.8,28.6,28.4
629,2009,Tennessee,Non-Hispanic Black,30.3,16.7,41.2,152,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,31.0,14.8,28.6
630,2011,Tennessee,Non-Hispanic Black,17.8,18.6,39.6,152,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,30.3,31.0,14.8
631,2013,Tennessee,Non-Hispanic Black,27.9,14.3,27.8,152,-169.0,133.79999999999927,-79.5,-592.3000000000002,17.8,30.3,31.0
632,2015,Tennessee,Non-Hispanic Black,24.1,17.4,26.1,152,-96.5,-169.0,178.5000000000009,133.79999999999927,27.9,17.8,30.3
633,2017,Tennessee,Non-Hispanic Black,28.4,18.0,19.0,152,8.300000000000182,-96.5,-156.80000000000018,-169.0,24.1,27.9,17.8
634,2019,Tennessee,Non-Hispanic Black,18.9,19.4,22.3,152,-96.0,8.300000000000182,333.89999999999964,-96.5,28.4,24.1,27.9
635,2007,Texas,Non-Hispanic Black,53.5,19.3,32.9,153,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,32.7,28.2,36.0
636,2009,Texas,Non-Hispanic Black,36.2,21.8,32.9,153,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,53.5,32.7,28.2
637,2011,Texas,Non-Hispanic Black,36.1,17.8,23.2,153,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,36.2,53.5,32.7
638,2013,Texas,Non-Hispanic Black,39.7,16.8,22.6,153,-169.0,133.79999999999927,-79.5,-592.3000000000002,36.1,36.2,53.5
639,2017,Texas,Non-Hispanic Black,28.0,15.5,14.9,153,8.300000000000182,-96.5,-156.80000000000018,-169.0,39.7,36.1,36.2
640,2019,Texas,Non-Hispanic Black,37.8,19.8,18.7,153,-96.0,8.300000000000182,333.89999999999964,-96.5,28.0,39.7,36.1
641,2009,Vermont,Non-Hispanic Black,11.7,19.1,33.4,154,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,16.5,21.2,20.0
642,2011,Vermont,Non-Hispanic Black,21.0,15.8,26.4,154,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,11.7,16.5,21.2
643,2011,Virginia,Non-Hispanic Black,20.5,23.9,24.1,155,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,12.9,15.9,11.3
644,2013,Virginia,Non-Hispanic Black,14.5,16.4,24.2,155,-169.0,133.79999999999927,-79.5,-592.3000000000002,20.5,12.9,15.9
645,2015,Virginia,Non-Hispanic Black,14.5,18.8,18.3,155,-96.5,-169.0,178.5000000000009,133.79999999999927,14.5,20.5,12.9
646,2017,Virginia,Non-Hispanic Black,12.0,19.5,15.9,155,8.300000000000182,-96.5,-156.80000000000018,-169.0,14.5,14.5,20.5
647,2009,Wisconsin,Non-Hispanic Black,33.9,14.0,27.5,156,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,36.3,37.6,36.2
648,2011,Wisconsin,Non-Hispanic Black,28.6,22.9,27.5,156,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,33.9,36.3,37.6
649,2013,Wisconsin,Non-Hispanic Black,35.0,12.1,23.5,156,-169.0,133.79999999999927,-79.5,-592.3000000000002,28.6,33.9,36.3
650,2017,Wisconsin,Non-Hispanic Black,40.9,19.4,14.4,156,8.300000000000182,-96.5,-156.80000000000018,-169.0,35.0,28.6,33.9
651,2009,Alabama,Non-Hispanic White,34.5,14.3,42.3,157,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,20.8,25.8,38.9
652,2011,Alabama,Non-Hispanic White,38.2,15.4,42.1,157,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,34.5,20.8,25.8
653,2013,Alabama,Non-Hispanic White,35.0,17.2,33.7,157,-169.0,133.79999999999927,-79.5,-592.3000000000002,38.2,34.5,20.8
654,2015,Alabama,Non-Hispanic White,37.5,16.6,29.3,157,-96.5,-169.0,178.5000000000009,133.79999999999927,35.0,38.2,34.5
655,2019,Alabama,Non-Hispanic White,28.6,18.7,21.4,157,-96.0,8.300000000000182,333.89999999999964,-96.5,37.5,35.0,38.2
656,2007,Alaska,Non-Hispanic White,16.2,13.8,18.5,158,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,12.1,14.1,9.7
657,2009,Alaska,Non-Hispanic White,15.8,12.6,14.0,158,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,16.2,12.1,14.1
658,2011,Alaska,Non-Hispanic White,14.7,11.7,13.9,158,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,15.8,16.2,12.1
659,2013,Alaska,Non-Hispanic White,13.9,13.4,11.9,158,-169.0,133.79999999999927,-79.5,-592.3000000000002,14.7,15.8,16.2
660,2015,Alaska,Non-Hispanic White,12.6,15.4,12.6,158,-96.5,-169.0,178.5000000000009,133.79999999999927,13.9,14.7,15.8
661,2017,Alaska,Non-Hispanic White,13.5,14.7,12.7,158,8.300000000000182,-96.5,-156.80000000000018,-169.0,12.6,13.9,14.7
662,2019,Alaska,Non-Hispanic White,12.5,15.9,10.2,158,-96.0,8.300000000000182,333.89999999999964,-96.5,13.5,12.6,13.9
663,2007,Arizona,Non-Hispanic White,27.8,10.0,30.6,159,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,25.8,29.7,35.0
664,2009,Arizona,Non-Hispanic White,33.6,11.2,28.8,159,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,27.8,25.8,29.7
665,2011,Arizona,Non-Hispanic White,28.9,10.7,24.2,159,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,33.6,27.8,25.8
666,2013,Arizona,Non-Hispanic White,21.6,9.1,18.7,159,-169.0,133.79999999999927,-79.5,-592.3000000000002,28.9,33.6,27.8
667,2015,Arizona,Non-Hispanic White,27.6,12.0,19.0,159,-96.5,-169.0,178.5000000000009,133.79999999999927,21.6,28.9,33.6
668,2017,Arizona,Non-Hispanic White,34.6,13.6,19.3,159,8.300000000000182,-96.5,-156.80000000000018,-169.0,27.6,21.6,28.9
669,2019,Arizona,Non-Hispanic White,28.4,14.4,13.2,159,-96.0,8.300000000000182,333.89999999999964,-96.5,34.6,27.6,21.6
670,2007,Arkansas,Non-Hispanic White,34.0,15.9,41.6,160,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,20.7,26.6,29.9
671,2009,Arkansas,Non-Hispanic White,25.2,15.9,37.5,160,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,34.0,20.7,26.6
672,2011,Arkansas,Non-Hispanic White,24.4,13.0,37.5,160,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,25.2,34.0,20.7
673,2013,Arkansas,Non-Hispanic White,25.0,13.4,34.0,160,-169.0,133.79999999999927,-79.5,-592.3000000000002,24.4,25.2,34.0
674,2015,Arkansas,Non-Hispanic White,29.5,17.2,29.9,160,-96.5,-169.0,178.5000000000009,133.79999999999927,25.0,24.4,25.2
675,2017,Arkansas,Non-Hispanic White,23.6,15.5,34.7,160,8.300000000000182,-96.5,-156.80000000000018,-169.0,29.5,25.0,24.4
676,2019,Arkansas,Non-Hispanic White,16.2,20.1,27.5,160,-96.0,8.300000000000182,333.89999999999964,-96.5,23.6,29.5,25.0
677,2015,California,Non-Hispanic White,44.0,15.4,15.2,161,-96.5,-169.0,178.5000000000009,133.79999999999927,28.9,26.1,39.2
678,2017,California,Non-Hispanic White,27.5,10.9,8.3,161,8.300000000000182,-96.5,-156.80000000000018,-169.0,44.0,28.9,26.1
679,2019,California,Non-Hispanic White,30.6,9.0,9.0,161,-96.0,8.300000000000182,333.89999999999964,-96.5,27.5,44.0,28.9
681,2015,Connecticut,Non-Hispanic White,9.6,11.7,11.0,163,-96.5,-169.0,178.5000000000009,133.79999999999927,11.6,16.2,12.7
682,2017,Connecticut,Non-Hispanic White,6.9,13.7,8.5,163,8.300000000000182,-96.5,-156.80000000000018,-169.0,9.6,11.6,16.2
683,2007,Delaware,Non-Hispanic White,27.8,14.1,33.3,164,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,11.5,15.3,26.7
684,2009,Delaware,Non-Hispanic White,27.1,13.2,28.0,164,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,27.8,11.5,15.3
685,2011,Delaware,Non-Hispanic White,24.2,16.2,25.6,164,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,27.1,27.8,11.5
686,2013,Delaware,Non-Hispanic White,12.5,13.6,22.3,164,-169.0,133.79999999999927,-79.5,-592.3000000000002,24.2,27.1,27.8
687,2015,Delaware,Non-Hispanic White,9.9,13.7,17.2,164,-96.5,-169.0,178.5000000000009,133.79999999999927,12.5,24.2,27.1
688,2007,Florida,Non-Hispanic White,24.0,13.1,32.7,165,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,22.2,23.4,23.0
689,2009,Florida,Non-Hispanic White,29.3,14.3,29.8,165,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,24.0,22.2,23.4
690,2011,Florida,Non-Hispanic White,23.9,11.8,26.3,165,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,29.3,24.0,22.2
691,2013,Florida,Non-Hispanic White,24.5,12.7,23.9,165,-169.0,133.79999999999927,-79.5,-592.3000000000002,23.9,29.3,24.0
692,2015,Florida,Non-Hispanic White,23.7,13.4,21.0,165,-96.5,-169.0,178.5000000000009,133.79999999999927,24.5,23.9,29.3
693,2017,Florida,Non-Hispanic White,22.0,11.5,18.0,165,8.300000000000182,-96.5,-156.80000000000018,-169.0,23.7,24.5,23.9
694,2019,Florida,Non-Hispanic White,24.1,14.1,19.0,165,-96.0,8.300000000000182,333.89999999999964,-96.5,22.0,23.7,24.5
695,2007,Georgia,Non-Hispanic White,34.9,15.4,39.2,166,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,29.3,32.9,28.2
696,2009,Georgia,Non-Hispanic White,32.6,11.8,32.4,166,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,34.9,29.3,32.9
697,2011,Georgia,Non-Hispanic White,28.2,14.8,32.1,166,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,32.6,34.9,29.3
698,2013,Georgia,Non-Hispanic White,36.8,14.6,26.8,166,-169.0,133.79999999999927,-79.5,-592.3000000000002,28.2,32.6,34.9
699,2009,Hawaii,Non-Hispanic White,3.3,9.3,29.0,167,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,6.9,7.1,5.5
700,2011,Hawaii,Non-Hispanic White,6.9,8.0,17.7,167,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,3.3,6.9,7.1
701,2013,Hawaii,Non-Hispanic White,2.2,9.5,16.1,167,-169.0,133.79999999999927,-79.5,-592.3000000000002,6.9,3.3,6.9
702,2015,Hawaii,Non-Hispanic White,4.2,12.0,9.3,167,-96.5,-169.0,178.5000000000009,133.79999999999927,2.2,6.9,3.3
703,2017,Hawaii,Non-Hispanic White,2.2,10.0,8.7,167,8.300000000000182,-96.5,-156.80000000000018,-169.0,4.2,2.2,6.9
704,2019,Hawaii,Non-Hispanic White,4.9,9.1,11.7,167,-96.0,8.300000000000182,333.89999999999964,-96.5,2.2,4.2,2.2
705,2007,Idaho,Non-Hispanic White,31.8,10.9,22.7,168,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,24.7,31.4,34.0
706,2009,Idaho,Non-Hispanic White,22.8,11.0,17.5,168,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,31.8,24.7,31.4
707,2011,Idaho,Non-Hispanic White,25.7,12.2,16.9,168,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,22.8,31.8,24.7
708,2013,Idaho,Non-Hispanic White,20.7,15.7,14.0,168,-169.0,133.79999999999927,-79.5,-592.3000000000002,25.7,22.8,31.8
709,2015,Idaho,Non-Hispanic White,18.9,14.6,12.9,168,-96.5,-169.0,178.5000000000009,133.79999999999927,20.7,25.7,22.8
710,2017,Idaho,Non-Hispanic White,19.0,13.7,11.0,168,8.300000000000182,-96.5,-156.80000000000018,-169.0,18.9,20.7,25.7
711,2019,Idaho,Non-Hispanic White,19.3,12.1,11.2,168,-96.0,8.300000000000182,333.89999999999964,-96.5,19.0,18.9,20.7
712,2007,Illinois,Non-Hispanic White,47.8,14.0,35.5,169,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,49.1,57.3,44.6
713,2009,Illinois,Non-Hispanic White,72.1,13.0,32.2,169,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,47.8,49.1,57.3
714,2011,Illinois,Non-Hispanic White,75.3,12.1,27.4,169,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,72.1,47.8,49.1
715,2013,Illinois,Non-Hispanic White,69.3,13.2,22.5,169,-169.0,133.79999999999927,-79.5,-592.3000000000002,75.3,72.1,47.8
716,2015,Illinois,Non-Hispanic White,66.3,12.9,19.1,169,-96.5,-169.0,178.5000000000009,133.79999999999927,69.3,75.3,72.1
717,2017,Illinois,Non-Hispanic White,74.6,14.4,18.2,169,8.300000000000182,-96.5,-156.80000000000018,-169.0,66.3,69.3,75.3
718,2019,Illinois,Non-Hispanic White,65.6,13.9,14.8,169,-96.0,8.300000000000182,333.89999999999964,-96.5,74.6,66.3,69.3
719,2007,Indiana,Non-Hispanic White,24.4,14.2,35.2,170,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,20.3,22.4,19.0
720,2009,Indiana,Non-Hispanic White,23.1,14.7,32.4,170,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,24.4,20.3,22.4
721,2011,Indiana,Non-Hispanic White,19.2,15.2,29.6,170,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,23.1,24.4,20.3
722,2015,Indiana,Non-Hispanic White,29.3,17.1,20.9,170,-96.5,-169.0,178.5000000000009,133.79999999999927,19.2,23.1,24.4
723,2007,Iowa,Non-Hispanic White,20.0,12.1,33.1,171,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,24.2,20.6,12.9
724,2011,Iowa,Non-Hispanic White,22.3,14.1,27.9,171,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,20.0,24.2,20.6
725,2017,Iowa,Non-Hispanic White,15.8,16.5,18.2,171,8.300000000000182,-96.5,-156.80000000000018,-169.0,22.3,20.0,24.2
726,2019,Iowa,Non-Hispanic White,10.7,16.7,16.7,171,-96.0,8.300000000000182,333.89999999999964,-96.5,15.8,22.3,20.0
727,2007,Kansas,Non-Hispanic White,24.6,13.5,33.5,172,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,22.7,28.2,23.3
728,2009,Kansas,Non-Hispanic White,19.0,12.5,31.1,172,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,24.6,22.7,28.2
729,2011,Kansas,Non-Hispanic White,25.4,12.9,23.1,172,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,19.0,24.6,22.7
730,2013,Kansas,Non-Hispanic White,29.4,15.1,22.4,172,-169.0,133.79999999999927,-79.5,-592.3000000000002,25.4,19.0,24.6
731,2017,Kansas,Non-Hispanic White,25.2,13.5,17.5,172,8.300000000000182,-96.5,-156.80000000000018,-169.0,29.4,25.4,19.0
732,2019,Kansas,Non-Hispanic White,20.8,13.8,16.8,172,-96.0,8.300000000000182,333.89999999999964,-96.5,25.2,29.4,25.4
733,2007,Kentucky,Non-Hispanic White,20.3,15.4,42.2,173,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,19.9,16.5,21.7
734,2009,Kentucky,Non-Hispanic White,24.2,15.2,37.5,173,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,20.3,19.9,16.5
735,2011,Kentucky,Non-Hispanic White,20.3,15.2,38.2,173,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,24.2,20.3,19.9
736,2013,Kentucky,Non-Hispanic White,19.3,15.7,35.0,173,-169.0,133.79999999999927,-79.5,-592.3000000000002,20.3,24.2,20.3
737,2015,Kentucky,Non-Hispanic White,22.1,16.2,33.6,173,-96.5,-169.0,178.5000000000009,133.79999999999927,19.3,20.3,24.2
738,2017,Kentucky,Non-Hispanic White,19.6,15.6,30.0,173,8.300000000000182,-96.5,-156.80000000000018,-169.0,22.1,19.3,20.3
739,2019,Kentucky,Non-Hispanic White,17.5,18.7,27.8,173,-96.0,8.300000000000182,333.89999999999964,-96.5,19.6,22.1,19.3
740,2007,Louisiana,Non-Hispanic White,45.1,14.5,39.8,174,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,22.4,30.2,42.1
741,2009,Louisiana,Non-Hispanic White,40.1,14.1,41.4,174,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,45.1,22.4,30.2
742,2011,Louisiana,Non-Hispanic White,43.4,15.4,42.1,174,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,40.1,45.1,22.4
743,2017,Louisiana,Non-Hispanic White,36.3,18.3,29.1,174,8.300000000000182,-96.5,-156.80000000000018,-169.0,43.4,40.1,45.1
744,2019,Louisiana,Non-Hispanic White,28.5,16.3,20.4,174,-96.0,8.300000000000182,333.89999999999964,-96.5,36.3,43.4,40.1
