,YearEnd,LocationDesc,Race/Ethnicity,Physical_Percentage,Obesity_Percentage,Soda_Percentage,PanelID,Production_diff,Production_diff_lag_1,Production_diff_lag_2,Production_diff_lag_3,Physical_Percentage_lag_1,Physical_Percentage_lag_2,Physical_Percentage_lag_3
746,2009,Maryland,Non-Hispanic White,25.3,14.4,22.4,176,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,12.0,12.0,12.2
747,2011,Maryland,Non-Hispanic White,23.1,12.5,25.9,176,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,25.3,12.0,12.0
748,2013,Maryland,Non-Hispanic White,20.1,12.3,18.0,176,-169.0,133.79999999999927,-79.5,-592.3000000000002,23.1,25.3,12.0
749,2015,Maryland,Non-Hispanic White,17.7,12.8,16.8,176,-96.5,-169.0,178.5000000000009,133.79999999999927,20.1,23.1,25.3
750,2017,Maryland,Non-Hispanic White,16.4,12.9,14.2,176,8.300000000000182,-96.5,-156.80000000000018,-169.0,17.7,20.1,23.1
751,2019,Maryland,Non-Hispanic White,16.3,12.9,12.4,176,-96.0,8.300000000000182,333.89999999999964,-96.5,16.4,17.7,20.1
752,2007,Massachusetts,Non-Hispanic White,18.3,12.9,24.5,177,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,19.7,14.7,17.4
753,2009,Massachusetts,Non-Hispanic White,18.5,12.4,19.9,177,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,18.3,19.7,14.7
754,2011,Massachusetts,Non-Hispanic White,17.1,13.9,17.6,177,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,18.5,18.3,19.7
755,2013,Massachusetts,Non-Hispanic White,17.0,12.2,13.4,177,-169.0,133.79999999999927,-79.5,-592.3000000000002,17.1,18.5,18.3
756,2015,Massachusetts,Non-Hispanic White,19.6,13.5,13.3,177,-96.5,-169.0,178.5000000000009,133.79999999999927,17.0,17.1,18.5
757,2017,Massachusetts,Non-Hispanic White,16.7,12.3,10.4,177,8.300000000000182,-96.5,-156.80000000000018,-169.0,19.6,17.0,17.1
758,2019,Massachusetts,Non-Hispanic White,22.7,14.4,9.4,177,-96.0,8.300000000000182,333.89999999999964,-96.5,16.7,19.6,17.0
759,2007,Michigan,Non-Hispanic White,28.5,15.3,29.9,178,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,21.9,23.8,22.6
760,2009,Michigan,Non-Hispanic White,31.1,13.0,26.4,178,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,28.5,21.9,23.8
761,2011,Michigan,Non-Hispanic White,28.5,12.8,23.4,178,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,31.1,28.5,21.9
762,2013,Michigan,Non-Hispanic White,28.4,15.0,19.7,178,-169.0,133.79999999999927,-79.5,-592.3000000000002,28.5,31.1,28.5
763,2015,Michigan,Non-Hispanic White,21.9,15.0,18.3,178,-96.5,-169.0,178.5000000000009,133.79999999999927,28.4,28.5,31.1
764,2017,Michigan,Non-Hispanic White,21.5,16.4,16.8,178,8.300000000000182,-96.5,-156.80000000000018,-169.0,21.9,28.4,28.5
765,2019,Michigan,Non-Hispanic White,24.6,14.9,13.2,178,-96.0,8.300000000000182,333.89999999999964,-96.5,21.5,21.9,28.4
766,2007,Mississippi,Non-Hispanic White,19.0,12.2,50.3,179,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,22.9,22.4,28.0
767,2009,Mississippi,Non-Hispanic White,23.2,14.2,41.0,179,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,19.0,22.9,22.4
768,2011,Mississippi,Non-Hispanic White,27.8,12.6,39.6,179,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,23.2,19.0,22.9
769,2013,Mississippi,Non-Hispanic White,29.5,11.6,34.1,179,-169.0,133.79999999999927,-79.5,-592.3000000000002,27.8,23.2,19.0
770,2015,Mississippi,Non-Hispanic White,27.5,14.9,32.1,179,-96.5,-169.0,178.5000000000009,133.79999999999927,29.5,27.8,23.2
771,2019,Mississippi,Non-Hispanic White,26.9,16.9,27.9,179,-96.0,8.300000000000182,333.89999999999964,-96.5,27.5,29.5,27.8
772,2007,Missouri,Non-Hispanic White,24.9,13.0,33.1,180,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,16.0,20.6,30.1
773,2009,Missouri,Non-Hispanic White,33.3,12.4,31.4,180,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,24.9,16.0,20.6
774,2013,Missouri,Non-Hispanic White,33.0,15.0,24.0,180,-169.0,133.79999999999927,-79.5,-592.3000000000002,33.3,24.9,16.0
775,2015,Missouri,Non-Hispanic White,24.8,12.2,21.2,180,-96.5,-169.0,178.5000000000009,133.79999999999927,33.0,33.3,24.9
776,2019,Missouri,Non-Hispanic White,29.0,15.7,23.4,180,-96.0,8.300000000000182,333.89999999999964,-96.5,24.8,33.0,33.3
777,2007,Montana,Non-Hispanic White,33.0,12.7,25.8,181,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,34.3,32.9,29.8
778,2009,Montana,Non-Hispanic White,32.5,11.4,23.5,181,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,33.0,34.3,32.9
779,2011,Montana,Non-Hispanic White,33.2,12.6,22.5,181,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,32.5,33.0,34.3
780,2013,Montana,Non-Hispanic White,34.3,12.0,17.3,181,-169.0,133.79999999999927,-79.5,-592.3000000000002,33.2,32.5,33.0
781,2015,Montana,Non-Hispanic White,32.9,14.6,17.8,181,-96.5,-169.0,178.5000000000009,133.79999999999927,34.3,33.2,32.5
782,2017,Montana,Non-Hispanic White,34.6,13.8,14.3,181,8.300000000000182,-96.5,-156.80000000000018,-169.0,32.9,34.3,33.2
783,2019,Montana,Non-Hispanic White,32.4,12.5,12.5,181,-96.0,8.300000000000182,333.89999999999964,-96.5,34.6,32.9,34.3
784,2007,National,Non-Hispanic White,28.9,14.1,34.0,182,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,23.8,28.5,35.8
785,2009,National,Non-Hispanic White,30.6,13.5,29.0,182,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,28.9,23.8,28.5
786,2011,National,Non-Hispanic White,33.0,14.2,28.8,182,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,30.6,28.9,23.8
787,2013,National,Non-Hispanic White,27.1,15.6,29.0,182,-169.0,133.79999999999927,-79.5,-592.3000000000002,33.0,30.6,28.9
788,2015,National,Non-Hispanic White,25.4,15.2,19.7,182,-96.5,-169.0,178.5000000000009,133.79999999999927,27.1,33.0,30.6
789,2017,National,Non-Hispanic White,27.2,14.0,19.6,182,8.300000000000182,-96.5,-156.80000000000018,-169.0,25.4,27.1,33.0
790,2019,National,Non-Hispanic White,24.3,14.6,15.2,182,-96.0,8.300000000000182,333.89999999999964,-96.5,27.2,25.4,27.1
791,2011,Nebraska,Non-Hispanic White,33.6,12.4,26.1,183,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,33.1,22.3,25.7
792,2013,Nebraska,Non-Hispanic White,35.7,12.7,22.8,183,-169.0,133.79999999999927,-79.5,-592.3000000000002,33.6,33.1,22.3
793,2015,Nebraska,Non-Hispanic White,34.6,15.6,19.5,183,-96.5,-169.0,178.5000000000009,133.79999999999927,35.7,33.6,33.1
794,2017,Nebraska,Non-Hispanic White,29.5,14.9,17.6,183,8.300000000000182,-96.5,-156.80000000000018,-169.0,34.6,35.7,33.6
795,2019,Nebraska,Non-Hispanic White,28.8,13.0,15.3,183,-96.0,8.300000000000182,333.89999999999964,-96.5,29.5,34.6,35.7
796,2013,Nevada,Non-Hispanic White,24.4,9.2,17.3,184,-169.0,133.79999999999927,-79.5,-592.3000000000002,34.7,18.7,31.7
797,2015,Nevada,Non-Hispanic White,27.5,13.2,14.8,184,-96.5,-169.0,178.5000000000009,133.79999999999927,24.4,34.7,18.7
798,2017,Nevada,Non-Hispanic White,26.6,11.9,14.6,184,8.300000000000182,-96.5,-156.80000000000018,-169.0,27.5,24.4,34.7
799,2019,Nevada,Non-Hispanic White,26.8,15.1,12.8,184,-96.0,8.300000000000182,333.89999999999964,-96.5,26.6,27.5,24.4
802,2011,New Jersey,Non-Hispanic White,54.6,13.8,18.1,186,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,48.1,50.2,47.1
803,2013,New Jersey,Non-Hispanic White,44.5,12.7,10.4,186,-169.0,133.79999999999927,-79.5,-592.3000000000002,54.6,48.1,50.2
804,2007,New Mexico,Non-Hispanic White,26.4,11.4,24.9,187,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,25.9,22.0,24.8
805,2009,New Mexico,Non-Hispanic White,36.2,10.8,29.0,187,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,26.4,25.9,22.0
806,2011,New Mexico,Non-Hispanic White,27.1,10.8,26.2,187,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,36.2,26.4,25.9
807,2013,New Mexico,Non-Hispanic White,21.4,10.0,19.5,187,-169.0,133.79999999999927,-79.5,-592.3000000000002,27.1,36.2,26.4
808,2015,New Mexico,Non-Hispanic White,26.8,13.5,20.5,187,-96.5,-169.0,178.5000000000009,133.79999999999927,21.4,27.1,36.2
809,2017,New Mexico,Non-Hispanic White,24.3,15.1,17.1,187,8.300000000000182,-96.5,-156.80000000000018,-169.0,26.8,21.4,27.1
810,2019,New Mexico,Non-Hispanic White,21.8,11.7,18.5,187,-96.0,8.300000000000182,333.89999999999964,-96.5,24.3,26.8,21.4
811,2007,New York,Non-Hispanic White,6.8,15.5,23.0,188,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,26.9,22.6,33.8
812,2009,New York,Non-Hispanic White,7.6,12.7,21.7,188,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,6.8,26.9,22.6
813,2011,New York,Non-Hispanic White,9.7,13.6,19.8,188,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,7.6,6.8,26.9
814,2013,New York,Non-Hispanic White,11.1,12.6,20.3,188,-169.0,133.79999999999927,-79.5,-592.3000000000002,9.7,7.6,6.8
815,2015,New York,Non-Hispanic White,10.6,12.2,12.4,188,-96.5,-169.0,178.5000000000009,133.79999999999927,11.1,9.7,7.6
816,2017,New York,Non-Hispanic White,7.8,14.1,11.7,188,8.300000000000182,-96.5,-156.80000000000018,-169.0,10.6,11.1,9.7
817,2019,New York,Non-Hispanic White,9.7,14.7,14.0,188,-96.0,8.300000000000182,333.89999999999964,-96.5,7.8,10.6,11.1
818,2007,North Carolina,Non-Hispanic White,28.8,13.4,39.1,189,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,29.1,22.3,32.0
819,2015,North Carolina,Non-Hispanic White,22.7,18.1,29.4,189,-96.5,-169.0,178.5000000000009,133.79999999999927,28.8,29.1,22.3
820,2017,North Carolina,Non-Hispanic White,26.3,12.9,23.5,189,8.300000000000182,-96.5,-156.80000000000018,-169.0,22.7,28.8,29.1
821,2019,North Carolina,Non-Hispanic White,20.9,14.8,22.9,189,-96.0,8.300000000000182,333.89999999999964,-96.5,26.3,22.7,28.8
822,2015,North Dakota,Non-Hispanic White,36.0,13.7,17.0,190,-96.5,-169.0,178.5000000000009,133.79999999999927,39.4,40.2,27.1
823,2019,North Dakota,Non-Hispanic White,35.4,15.0,14.8,190,-96.0,8.300000000000182,333.89999999999964,-96.5,36.0,39.4,40.2
824,2007,Ohio,Non-Hispanic White,25.3,15.0,30.9,191,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,24.0,28.7,28.8
825,2011,Ohio,Non-Hispanic White,23.5,14.7,25.5,191,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,25.3,24.0,28.7
826,2007,Oklahoma,Non-Hispanic White,33.7,14.2,40.7,192,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,34.3,30.5,29.6
827,2009,Oklahoma,Non-Hispanic White,30.3,13.2,40.9,192,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,33.7,34.3,30.5
828,2011,Oklahoma,Non-Hispanic White,27.5,14.7,35.3,192,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,30.3,33.7,34.3
829,2013,Oklahoma,Non-Hispanic White,29.2,14.4,32.2,192,-169.0,133.79999999999927,-79.5,-592.3000000000002,27.5,30.3,33.7
830,2015,Oklahoma,Non-Hispanic White,32.1,14.7,30.5,192,-96.5,-169.0,178.5000000000009,133.79999999999927,29.2,27.5,30.3
831,2017,Oklahoma,Non-Hispanic White,27.4,12.8,24.6,192,8.300000000000182,-96.5,-156.80000000000018,-169.0,32.1,29.2,27.5
832,2019,Oklahoma,Non-Hispanic White,25.9,17.0,22.3,192,-96.0,8.300000000000182,333.89999999999964,-96.5,27.4,32.1,29.2
833,2009,Pennsylvania,Non-Hispanic White,20.2,15.2,24.4,193,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,27.6,22.3,23.1
834,2015,Pennsylvania,Non-Hispanic White,17.1,15.0,16.2,193,-96.5,-169.0,178.5000000000009,133.79999999999927,20.2,27.6,22.3
835,2017,Pennsylvania,Non-Hispanic White,19.1,15.2,15.0,193,8.300000000000182,-96.5,-156.80000000000018,-169.0,17.1,20.2,27.6
836,2019,Pennsylvania,Non-Hispanic White,26.2,12.7,14.3,193,-96.0,8.300000000000182,333.89999999999964,-96.5,19.1,17.1,20.2
837,2007,Rhode Island,Non-Hispanic White,21.5,15.8,23.4,194,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,26.4,12.4,21.1
838,2009,Rhode Island,Non-Hispanic White,20.3,14.6,19.2,194,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,21.5,26.4,12.4
839,2011,Rhode Island,Non-Hispanic White,17.1,13.8,19.6,194,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,20.3,21.5,26.4
840,2013,Rhode Island,Non-Hispanic White,25.0,14.9,15.7,194,-169.0,133.79999999999927,-79.5,-592.3000000000002,17.1,20.3,21.5
841,2015,Rhode Island,Non-Hispanic White,18.4,13.4,10.6,194,-96.5,-169.0,178.5000000000009,133.79999999999927,25.0,17.1,20.3
842,2017,Rhode Island,Non-Hispanic White,13.7,15.2,11.4,194,8.300000000000182,-96.5,-156.80000000000018,-169.0,18.4,25.0,17.1
843,2007,South Carolina,Non-Hispanic White,21.0,14.7,37.6,195,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,12.8,20.8,28.3
844,2009,South Carolina,Non-Hispanic White,18.9,13.7,36.1,195,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,21.0,12.8,20.8
845,2011,South Carolina,Non-Hispanic White,24.9,12.6,35.8,195,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,18.9,21.0,12.8
846,2015,South Carolina,Non-Hispanic White,22.3,15.5,30.3,195,-96.5,-169.0,178.5000000000009,133.79999999999927,24.9,18.9,21.0
847,2017,South Carolina,Non-Hispanic White,19.2,13.7,26.0,195,8.300000000000182,-96.5,-156.80000000000018,-169.0,22.3,24.9,18.9
848,2019,South Carolina,Non-Hispanic White,12.7,16.4,23.7,195,-96.0,8.300000000000182,333.89999999999964,-96.5,19.2,22.3,24.9
849,2007,South Dakota,Non-Hispanic White,14.2,14.0,27.7,196,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,17.7,20.8,16.1
850,2009,South Dakota,Non-Hispanic White,18.8,12.6,27.6,196,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,14.2,17.7,20.8
851,2011,South Dakota,Non-Hispanic White,21.6,13.5,27.3,196,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,18.8,14.2,17.7
852,2013,South Dakota,Non-Hispanic White,17.7,12.1,21.8,196,-169.0,133.79999999999927,-79.5,-592.3000000000002,21.6,18.8,14.2
853,2015,South Dakota,Non-Hispanic White,13.2,14.0,21.7,196,-96.5,-169.0,178.5000000000009,133.79999999999927,17.7,21.6,18.8
854,2019,South Dakota,Non-Hispanic White,19.6,14.4,13.8,196,-96.0,8.300000000000182,333.89999999999964,-96.5,13.2,17.7,21.6
855,2007,Tennessee,Non-Hispanic White,30.4,17.5,47.8,197,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,18.9,28.4,24.1
856,2009,Tennessee,Non-Hispanic White,20.2,15.9,41.2,197,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,30.4,18.9,28.4
857,2011,Tennessee,Non-Hispanic White,25.7,16.6,40.9,197,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,20.2,30.4,18.9
858,2013,Tennessee,Non-Hispanic White,20.2,16.0,34.5,197,-169.0,133.79999999999927,-79.5,-592.3000000000002,25.7,20.2,30.4
859,2015,Tennessee,Non-Hispanic White,25.5,16.6,31.7,197,-96.5,-169.0,178.5000000000009,133.79999999999927,20.2,25.7,20.2
860,2017,Tennessee,Non-Hispanic White,25.3,17.2,28.9,197,8.300000000000182,-96.5,-156.80000000000018,-169.0,25.5,20.2,25.7
861,2019,Tennessee,Non-Hispanic White,21.2,17.7,27.1,197,-96.0,8.300000000000182,333.89999999999964,-96.5,25.3,25.5,20.2
862,2007,Texas,Non-Hispanic White,41.9,13.0,41.6,198,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,37.8,28.0,39.7
863,2009,Texas,Non-Hispanic White,44.0,10.7,32.6,198,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,41.9,37.8,28.0
864,2011,Texas,Non-Hispanic White,39.6,12.4,31.2,198,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,44.0,41.9,37.8
865,2013,Texas,Non-Hispanic White,41.4,14.3,28.6,198,-169.0,133.79999999999927,-79.5,-592.3000000000002,39.6,44.0,41.9
866,2017,Texas,Non-Hispanic White,37.0,15.6,19.1,198,8.300000000000182,-96.5,-156.80000000000018,-169.0,41.4,39.6,44.0
867,2019,Texas,Non-Hispanic White,38.9,14.1,25.4,198,-96.0,8.300000000000182,333.89999999999964,-96.5,37.0,41.4,39.6
868,2007,Utah,Non-Hispanic White,27.4,10.2,17.2,199,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,13.1,16.0,19.3
869,2009,Utah,Non-Hispanic White,21.7,9.5,15.2,199,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,27.4,13.1,16.0
870,2011,Utah,Non-Hispanic White,15.1,11.4,14.3,199,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,21.7,27.4,13.1
871,2013,Utah,Non-Hispanic White,18.5,9.4,13.3,199,-169.0,133.79999999999927,-79.5,-592.3000000000002,15.1,21.7,27.4
872,2017,Utah,Non-Hispanic White,18.0,11.9,14.9,199,8.300000000000182,-96.5,-156.80000000000018,-169.0,18.5,15.1,21.7
873,2019,Utah,Non-Hispanic White,13.0,11.4,11.8,199,-96.0,8.300000000000182,333.89999999999964,-96.5,18.0,18.5,15.1
874,2007,Vermont,Non-Hispanic White,18.3,14.0,24.2,200,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,21.0,11.7,16.5
875,2009,Vermont,Non-Hispanic White,19.2,13.6,21.7,200,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,18.3,21.0,11.7
876,2011,Vermont,Non-Hispanic White,13.1,12.9,15.6,200,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,19.2,18.3,21.0
877,2011,Virginia,Non-Hispanic White,18.4,13.9,24.4,201,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,12.0,14.5,14.5
878,2013,Virginia,Non-Hispanic White,14.0,13.5,23.1,201,-169.0,133.79999999999927,-79.5,-592.3000000000002,18.4,12.0,14.5
879,2015,Virginia,Non-Hispanic White,13.0,12.3,17.9,201,-96.5,-169.0,178.5000000000009,133.79999999999927,14.0,18.4,12.0
880,2017,Virginia,Non-Hispanic White,13.6,13.6,17.7,201,8.300000000000182,-96.5,-156.80000000000018,-169.0,13.0,14.0,18.4
884,2013,West Virginia,Non-Hispanic White,29.8,15.2,38.4,202,-169.0,133.79999999999927,-79.5,-592.3000000000002,27.3,24.2,25.3
885,2015,West Virginia,Non-Hispanic White,25.5,16.7,30.3,202,-96.5,-169.0,178.5000000000009,133.79999999999927,29.8,27.3,24.2
886,2017,West Virginia,Non-Hispanic White,26.8,16.1,26.4,202,8.300000000000182,-96.5,-156.80000000000018,-169.0,25.5,29.8,27.3
887,2019,West Virginia,Non-Hispanic White,27.3,16.2,28.2,202,-96.0,8.300000000000182,333.89999999999964,-96.5,26.8,25.5,29.8
888,2009,Wisconsin,Non-Hispanic White,45.4,13.4,22.7,203,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,40.9,35.0,28.6
889,2011,Wisconsin,Non-Hispanic White,38.4,13.5,22.1,203,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,45.4,40.9,35.0
890,2013,Wisconsin,Non-Hispanic White,40.4,13.3,19.3,203,-169.0,133.79999999999927,-79.5,-592.3000000000002,38.4,45.4,40.9
891,2017,Wisconsin,Non-Hispanic White,36.9,14.7,15.4,203,8.300000000000182,-96.5,-156.80000000000018,-169.0,40.4,38.4,45.4
892,2007,Wyoming,Non-Hispanic White,21.5,10.9,27.4,204,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036,28.5,26.2,22.7
893,2009,Wyoming,Non-Hispanic White,22.5,12.1,26.0,204,-592.3000000000002,198.69999999999982,150.40000000000055,31.5,21.5,28.5,26.2
894,2011,Wyoming,Non-Hispanic White,20.8,11.4,25.3,204,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982,22.5,21.5,28.5
895,2013,Wyoming,Non-Hispanic White,23.1,12.0,23.8,204,-169.0,133.79999999999927,-79.5,-592.3000000000002,20.8,22.5,21.5
896,2015,Wyoming,Non-Hispanic White,20.0,13.7,21.1,204,-96.5,-169.0,178.5000000000009,133.79999999999927,23.1,20.8,22.5
