YearEnd,LocationDesc,Race/Ethnicity,Physical_Percentage,Obesity_Percentage,Soda_Percentage,PanelID,Production_diff,Production_diff_lag_1,Production_diff_lag_2,Production_diff_lag_3
2009,Georgia,Non-Hispanic Black,28.2,17.7,29.1,128,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Georgia,Non-Hispanic Black,32.9,17.2,26.5,128,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Georgia,Non-Hispanic Black,29.3,20.0,21.1,128,-169.0,133.79999999999927,-79.5,-592.3000000000002
2007,Illinois,Non-Hispanic Black,44.4,18.9,29.9,129,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Illinois,Non-Hispanic Black,59.2,20.0,34.3,129,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Illinois,Non-Hispanic Black,60.3,18.6,28.9,129,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Illinois,Non-Hispanic Black,51.0,14.0,24.5,129,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Illinois,Non-Hispanic Black,44.6,17.0,20.5,129,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Illinois,Non-Hispanic Black,57.3,16.1,15.0,129,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Illinois,Non-Hispanic Black,49.1,16.4,12.7,129,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Indiana,Non-Hispanic Black,31.5,18.7,36.9,130,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Indiana,Non-Hispanic Black,19.0,21.0,19.8,130,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Indiana,Non-Hispanic Black,22.4,15.7,23.1,130,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2015,Indiana,Non-Hispanic Black,20.3,21.9,20.4,130,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Iowa,Non-Hispanic Black,24.2,9.6,19.7,131,8.300000000000182,-96.5,-156.80000000000018,-169.0
2007,Kansas,Non-Hispanic Black,27.5,21.6,37.9,132,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Kansas,Non-Hispanic Black,23.3,14.3,32.1,132,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Kansas,Non-Hispanic Black,28.2,14.1,23.5,132,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2017,Kansas,Non-Hispanic Black,22.7,12.3,6.6,132,8.300000000000182,-96.5,-156.80000000000018,-169.0
2007,Kentucky,Non-Hispanic Black,17.7,23.1,29.1,133,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Kentucky,Non-Hispanic Black,16.5,16.6,24.9,133,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Kentucky,Non-Hispanic Black,18.8,14.8,24.3,133,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Kentucky,Non-Hispanic Black,19.3,13.3,25.3,133,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Kentucky,Non-Hispanic Black,21.7,22.9,28.6,133,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Kentucky,Non-Hispanic Black,16.5,20.3,21.4,133,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Kentucky,Non-Hispanic Black,19.9,13.6,19.6,133,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Louisiana,Non-Hispanic Black,45.1,21.5,32.8,134,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Louisiana,Non-Hispanic Black,34.0,22.2,32.1,134,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Louisiana,Non-Hispanic Black,42.1,24.6,39.7,134,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2017,Louisiana,Non-Hispanic Black,30.2,18.8,29.5,134,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Louisiana,Non-Hispanic Black,22.4,19.8,17.8,134,-96.0,8.300000000000182,333.89999999999964,-96.5
2009,Maryland,Non-Hispanic Black,15.0,16.5,20.5,135,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Maryland,Non-Hispanic Black,13.9,19.7,25.4,135,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Maryland,Non-Hispanic Black,15.4,17.7,18.9,135,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Maryland,Non-Hispanic Black,12.2,16.7,17.9,135,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Maryland,Non-Hispanic Black,12.0,17.5,15.0,135,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Maryland,Non-Hispanic Black,12.0,18.0,13.6,135,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Massachusetts,Non-Hispanic Black,15.5,19.8,26.8,136,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Massachusetts,Non-Hispanic Black,9.3,21.3,24.4,136,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Massachusetts,Non-Hispanic Black,14.0,15.7,25.1,136,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Massachusetts,Non-Hispanic Black,13.4,17.5,17.9,136,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Massachusetts,Non-Hispanic Black,17.4,18.9,13.7,136,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Massachusetts,Non-Hispanic Black,14.7,17.2,10.5,136,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Massachusetts,Non-Hispanic Black,19.7,19.9,14.6,136,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Michigan,Non-Hispanic Black,36.0,21.0,25.8,137,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Michigan,Non-Hispanic Black,31.2,17.3,31.9,137,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Michigan,Non-Hispanic Black,21.7,23.5,24.0,137,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Michigan,Non-Hispanic Black,22.3,18.3,18.6,137,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Michigan,Non-Hispanic Black,22.6,20.0,22.2,137,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Michigan,Non-Hispanic Black,23.8,16.0,21.7,137,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Michigan,Non-Hispanic Black,21.9,20.0,15.8,137,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Mississippi,Non-Hispanic Black,27.2,23.1,45.0,138,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Mississippi,Non-Hispanic Black,28.7,18.6,39.6,138,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Mississippi,Non-Hispanic Black,29.9,19.9,42.0,138,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Mississippi,Non-Hispanic Black,28.0,14.8,40.6,138,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Mississippi,Non-Hispanic Black,22.4,19.1,26.3,138,-96.5,-169.0,178.5000000000009,133.79999999999927
2019,Mississippi,Non-Hispanic Black,22.9,18.7,22.5,138,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Missouri,Non-Hispanic Black,20.7,18.0,31.2,139,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Missouri,Non-Hispanic Black,30.1,20.6,32.4,139,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2013,Missouri,Non-Hispanic Black,20.6,18.8,21.7,139,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Missouri,Non-Hispanic Black,16.0,17.7,22.5,139,-96.5,-169.0,178.5000000000009,133.79999999999927
2007,National,Non-Hispanic Black,31.9,18.9,37.6,140,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,National,Non-Hispanic Black,37.0,20.9,33.7,140,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,National,Non-Hispanic Black,27.6,16.2,28.0,140,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,National,Non-Hispanic Black,26.6,19.1,30.2,140,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,National,Non-Hispanic Black,35.8,17.2,22.7,140,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,National,Non-Hispanic Black,28.5,17.8,21.5,140,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,National,Non-Hispanic Black,23.8,16.4,16.9,140,-96.0,8.300000000000182,333.89999999999964,-96.5
2011,Nebraska,Non-Hispanic Black,33.1,16.6,28.5,141,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Nevada,Non-Hispanic Black,34.7,15.6,20.7,142,-169.0,133.79999999999927,-79.5,-592.3000000000002
2011,New Jersey,Non-Hispanic Black,50.2,18.7,20.1,143,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,New Jersey,Non-Hispanic Black,48.1,17.5,13.7,143,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,New Mexico,Non-Hispanic Black,22.0,11.4,20.8,144,-96.5,-169.0,178.5000000000009,133.79999999999927
2019,New Mexico,Non-Hispanic Black,25.9,14.6,25.0,144,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,New York,Non-Hispanic Black,20.8,20.1,25.4,145,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,New York,Non-Hispanic Black,26.6,20.6,30.6,145,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,New York,Non-Hispanic Black,35.5,17.4,27.5,145,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,New York,Non-Hispanic Black,26.8,16.4,22.1,145,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,New York,Non-Hispanic Black,33.8,19.2,16.2,145,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,New York,Non-Hispanic Black,22.6,18.3,18.3,145,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,New York,Non-Hispanic Black,26.9,18.3,13.0,145,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,North Carolina,Non-Hispanic Black,31.5,23.8,33.8,146,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2015,North Carolina,Non-Hispanic Black,32.0,12.0,26.7,146,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,North Carolina,Non-Hispanic Black,22.3,16.8,20.3,146,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,North Carolina,Non-Hispanic Black,29.1,15.4,14.9,146,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Ohio,Non-Hispanic Black,28.7,15.0,26.9,147,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2011,Ohio,Non-Hispanic Black,24.0,17.7,23.1,147,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2007,Oklahoma,Non-Hispanic Black,30.5,20.3,28.0,148,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Oklahoma,Non-Hispanic Black,34.3,17.1,34.9,148,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2009,Pennsylvania,Non-Hispanic Black,27.9,14.4,29.8,149,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2015,Pennsylvania,Non-Hispanic Black,23.1,16.7,25.0,149,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Pennsylvania,Non-Hispanic Black,22.3,16.0,25.6,149,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Pennsylvania,Non-Hispanic Black,27.6,24.8,8.6,149,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Rhode Island,Non-Hispanic Black,34.9,19.1,27.1,150,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Rhode Island,Non-Hispanic Black,30.4,20.3,22.7,150,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Rhode Island,Non-Hispanic Black,40.5,11.7,21.2,150,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Rhode Island,Non-Hispanic Black,21.1,18.4,19.3,150,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Rhode Island,Non-Hispanic Black,12.4,10.4,19.9,150,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Rhode Island,Non-Hispanic Black,26.4,14.9,14.8,150,8.300000000000182,-96.5,-156.80000000000018,-169.0
2007,South Carolina,Non-Hispanic Black,25.9,20.4,30.8,151,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,South Carolina,Non-Hispanic Black,13.1,17.5,29.2,151,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,South Carolina,Non-Hispanic Black,24.3,23.4,29.9,151,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2015,South Carolina,Non-Hispanic Black,28.3,23.0,23.2,151,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,South Carolina,Non-Hispanic Black,20.8,19.4,24.3,151,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,South Carolina,Non-Hispanic Black,12.8,17.1,17.4,151,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Tennessee,Non-Hispanic Black,31.0,19.9,43.6,152,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Tennessee,Non-Hispanic Black,30.3,16.7,41.2,152,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Tennessee,Non-Hispanic Black,17.8,18.6,39.6,152,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Tennessee,Non-Hispanic Black,27.9,14.3,27.8,152,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Tennessee,Non-Hispanic Black,24.1,17.4,26.1,152,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Tennessee,Non-Hispanic Black,28.4,18.0,19.0,152,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Tennessee,Non-Hispanic Black,18.9,19.4,22.3,152,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Texas,Non-Hispanic Black,53.5,19.3,32.9,153,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Texas,Non-Hispanic Black,36.2,21.8,32.9,153,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Texas,Non-Hispanic Black,36.1,17.8,23.2,153,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Texas,Non-Hispanic Black,39.7,16.8,22.6,153,-169.0,133.79999999999927,-79.5,-592.3000000000002
2017,Texas,Non-Hispanic Black,28.0,15.5,14.9,153,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Texas,Non-Hispanic Black,37.8,19.8,18.7,153,-96.0,8.300000000000182,333.89999999999964,-96.5
2009,Vermont,Non-Hispanic Black,11.7,19.1,33.4,154,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Vermont,Non-Hispanic Black,21.0,15.8,26.4,154,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2011,Virginia,Non-Hispanic Black,20.5,23.9,24.1,155,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Virginia,Non-Hispanic Black,14.5,16.4,24.2,155,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Virginia,Non-Hispanic Black,14.5,18.8,18.3,155,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Virginia,Non-Hispanic Black,12.0,19.5,15.9,155,8.300000000000182,-96.5,-156.80000000000018,-169.0
2009,Wisconsin,Non-Hispanic Black,33.9,14.0,27.5,156,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Wisconsin,Non-Hispanic Black,28.6,22.9,27.5,156,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Wisconsin,Non-Hispanic Black,35.0,12.1,23.5,156,-169.0,133.79999999999927,-79.5,-592.3000000000002
2017,Wisconsin,Non-Hispanic Black,40.9,19.4,14.4,156,8.300000000000182,-96.5,-156.80000000000018,-169.0
2009,Alabama,Non-Hispanic White,34.5,14.3,42.3,157,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Alabama,Non-Hispanic White,38.2,15.4,42.1,157,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Alabama,Non-Hispanic White,35.0,17.2,33.7,157,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Alabama,Non-Hispanic White,37.5,16.6,29.3,157,-96.5,-169.0,178.5000000000009,133.79999999999927
2019,Alabama,Non-Hispanic White,28.6,18.7,21.4,157,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Alaska,Non-Hispanic White,16.2,13.8,18.5,158,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Alaska,Non-Hispanic White,15.8,12.6,14.0,158,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Alaska,Non-Hispanic White,14.7,11.7,13.9,158,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Alaska,Non-Hispanic White,13.9,13.4,11.9,158,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Alaska,Non-Hispanic White,12.6,15.4,12.6,158,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Alaska,Non-Hispanic White,13.5,14.7,12.7,158,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Alaska,Non-Hispanic White,12.5,15.9,10.2,158,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Arizona,Non-Hispanic White,27.8,10.0,30.6,159,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Arizona,Non-Hispanic White,33.6,11.2,28.8,159,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Arizona,Non-Hispanic White,28.9,10.7,24.2,159,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Arizona,Non-Hispanic White,21.6,9.1,18.7,159,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Arizona,Non-Hispanic White,27.6,12.0,19.0,159,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Arizona,Non-Hispanic White,34.6,13.6,19.3,159,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Arizona,Non-Hispanic White,28.4,14.4,13.2,159,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Arkansas,Non-Hispanic White,34.0,15.9,41.6,160,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Arkansas,Non-Hispanic White,25.2,15.9,37.5,160,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Arkansas,Non-Hispanic White,24.4,13.0,37.5,160,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Arkansas,Non-Hispanic White,25.0,13.4,34.0,160,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Arkansas,Non-Hispanic White,29.5,17.2,29.9,160,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Arkansas,Non-Hispanic White,23.6,15.5,34.7,160,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Arkansas,Non-Hispanic White,16.2,20.1,27.5,160,-96.0,8.300000000000182,333.89999999999964,-96.5
2015,California,Non-Hispanic White,44.0,15.4,15.2,161,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,California,Non-Hispanic White,27.5,10.9,8.3,161,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,California,Non-Hispanic White,30.6,9.0,9.0,161,-96.0,8.300000000000182,333.89999999999964,-96.5
2009,Colorado,Non-Hispanic White,22.7,10.1,23.8,162,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2015,Connecticut,Non-Hispanic White,9.6,11.7,11.0,163,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Connecticut,Non-Hispanic White,6.9,13.7,8.5,163,8.300000000000182,-96.5,-156.80000000000018,-169.0
2007,Delaware,Non-Hispanic White,27.8,14.1,33.3,164,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Delaware,Non-Hispanic White,27.1,13.2,28.0,164,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Delaware,Non-Hispanic White,24.2,16.2,25.6,164,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Delaware,Non-Hispanic White,12.5,13.6,22.3,164,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Delaware,Non-Hispanic White,9.9,13.7,17.2,164,-96.5,-169.0,178.5000000000009,133.79999999999927
2007,Florida,Non-Hispanic White,24.0,13.1,32.7,165,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Florida,Non-Hispanic White,29.3,14.3,29.8,165,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Florida,Non-Hispanic White,23.9,11.8,26.3,165,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Florida,Non-Hispanic White,24.5,12.7,23.9,165,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Florida,Non-Hispanic White,23.7,13.4,21.0,165,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Florida,Non-Hispanic White,22.0,11.5,18.0,165,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Florida,Non-Hispanic White,24.1,14.1,19.0,165,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Georgia,Non-Hispanic White,34.9,15.4,39.2,166,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Georgia,Non-Hispanic White,32.6,11.8,32.4,166,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Georgia,Non-Hispanic White,28.2,14.8,32.1,166,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Georgia,Non-Hispanic White,36.8,14.6,26.8,166,-169.0,133.79999999999927,-79.5,-592.3000000000002
2009,Hawaii,Non-Hispanic White,3.3,9.3,29.0,167,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Hawaii,Non-Hispanic White,6.9,8.0,17.7,167,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Hawaii,Non-Hispanic White,2.2,9.5,16.1,167,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Hawaii,Non-Hispanic White,4.2,12.0,9.3,167,-96.5,-169.0,178.5000000000009,133.79999999999927
2017,Hawaii,Non-Hispanic White,2.2,10.0,8.7,167,8.300000000000182,-96.5,-156.80000000000018,-169.0
2019,Hawaii,Non-Hispanic White,4.9,9.1,11.7,167,-96.0,8.300000000000182,333.89999999999964,-96.5
2007,Idaho,Non-Hispanic White,31.8,10.9,22.7,168,198.69999999999985,31.5,-278.6999999999998,-83.60000000000036
2009,Idaho,Non-Hispanic White,22.8,11.0,17.5,168,-592.3000000000002,198.69999999999985,150.40000000000057,31.5
2011,Idaho,Non-Hispanic White,25.7,12.2,16.9,168,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999985
2013,Idaho,Non-Hispanic White,20.7,15.7,14.0,168,-169.0,133.79999999999927,-79.5,-592.3000000000002
2015,Idaho,Non-Hispanic White,18.9,14.6,12.9,168,-96.5,-169.0,178.5000000000009,133.79999999999927
