,YearEnd,LocationDesc,Race/Ethnicity,Physical_Percentage,Obesity_Percentage,Soda_Percentage,PanelID,Production_diff,Production_diff_lag_1,Production_diff_lag_2,Production_diff_lag_3
366,2019,Maryland,Hispanic,17.0,20.4,11.6,92,-96.0,8.300000000000182,333.89999999999964,-96.5
367,2007,Massachusetts,Hispanic,17.6,21.2,28.0,93,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
368,2009,Massachusetts,Hispanic,20.1,18.8,23.1,93,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
369,2011,Massachusetts,Hispanic,21.2,15.7,17.2,93,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
370,2013,Massachusetts,Hispanic,15.9,14.6,19.1,93,-169.0,133.79999999999927,-79.5,-592.3000000000002
371,2015,Massachusetts,Hispanic,22.8,19.9,16.9,93,-96.5,-169.0,178.5000000000009,133.79999999999927
372,2017,Massachusetts,Hispanic,17.9,20.0,12.5,93,8.300000000000182,-96.5,-156.80000000000018,-169.0
373,2019,Massachusetts,Hispanic,26.8,16.2,14.2,93,-96.0,8.300000000000182,333.89999999999964,-96.5
374,2007,Michigan,Hispanic,27.6,15.9,27.2,94,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
375,2009,Michigan,Hispanic,31.5,15.6,33.1,94,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
376,2011,Michigan,Hispanic,25.5,16.2,24.0,94,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
377,2013,Michigan,Hispanic,24.5,12.8,20.0,94,-169.0,133.79999999999927,-79.5,-592.3000000000002
378,2015,Michigan,Hispanic,25.6,22.2,18.4,94,-96.5,-169.0,178.5000000000009,133.79999999999927
379,2017,Michigan,Hispanic,22.6,17.5,16.0,94,8.300000000000182,-96.5,-156.80000000000018,-169.0
380,2019,Michigan,Hispanic,25.6,17.9,16.5,94,-96.0,8.300000000000182,333.89999999999964,-96.5
381,2015,Mississippi,Hispanic,28.7,24.8,23.5,95,-96.5,-169.0,178.5000000000009,133.79999999999927
382,2019,Mississippi,Hispanic,15.4,20.5,22.7,95,-96.0,8.300000000000182,333.89999999999964,-96.5
383,2013,Missouri,Hispanic,25.6,15.2,17.6,96,-169.0,133.79999999999927,-79.5,-592.3000000000002
384,2015,Missouri,Hispanic,18.9,20.5,15.0,96,-96.5,-169.0,178.5000000000009,133.79999999999927
385,2019,Missouri,Hispanic,19.3,21.4,19.6,96,-96.0,8.300000000000182,333.89999999999964,-96.5
386,2007,Montana,Hispanic,29.4,16.6,30.4,97,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
387,2009,Montana,Hispanic,30.9,15.6,39.4,97,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
388,2011,Montana,Hispanic,35.2,17.3,22.0,97,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
389,2013,Montana,Hispanic,35.1,14.5,22.9,97,-169.0,133.79999999999927,-79.5,-592.3000000000002
390,2015,Montana,Hispanic,29.8,14.8,25.2,97,-96.5,-169.0,178.5000000000009,133.79999999999927
391,2017,Montana,Hispanic,32.9,12.7,16.2,97,8.300000000000182,-96.5,-156.80000000000018,-169.0
392,2019,Montana,Hispanic,34.3,12.4,15.1,97,-96.0,8.300000000000182,333.89999999999964,-96.5
393,2007,National,Hispanic,36.0,17.8,33.4,98,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
394,2009,National,Hispanic,40.5,19.3,28.1,98,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
395,2011,National,Hispanic,30.0,17.4,27.0,98,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
396,2013,National,Hispanic,37.7,18.3,22.6,98,-169.0,133.79999999999927,-79.5,-592.3000000000002
397,2015,National,Hispanic,37.7,18.4,21.7,98,-96.5,-169.0,178.5000000000009,133.79999999999927
398,2017,National,Hispanic,37.4,19.5,17.0,98,8.300000000000182,-96.5,-156.80000000000018,-169.0
399,2019,National,Hispanic,29.9,19.6,16.1,98,-96.0,8.300000000000182,333.89999999999964,-96.5
400,2011,Nebraska,Hispanic,34.7,17.6,26.4,99,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
401,2013,Nebraska,Hispanic,31.2,16.5,19.0,99,-169.0,133.79999999999927,-79.5,-592.3000000000002
402,2015,Nebraska,Hispanic,26.5,21.5,20.0,99,-96.5,-169.0,178.5000000000009,133.79999999999927
403,2017,Nebraska,Hispanic,25.7,23.1,20.1,99,8.300000000000182,-96.5,-156.80000000000018,-169.0
404,2019,Nebraska,Hispanic,22.3,11.5,15.5,99,-96.0,8.300000000000182,333.89999999999964,-96.5
405,2013,Nevada,Hispanic,25.6,19.1,18.0,100,-169.0,133.79999999999927,-79.5,-592.3000000000002
406,2015,Nevada,Hispanic,33.8,18.7,12.7,100,-96.5,-169.0,178.5000000000009,133.79999999999927
407,2017,Nevada,Hispanic,31.7,16.2,16.1,100,8.300000000000182,-96.5,-156.80000000000018,-169.0
408,2019,Nevada,Hispanic,18.7,17.3,13.5,100,-96.0,8.300000000000182,333.89999999999964,-96.5
409,2011,New Jersey,Hispanic,60.4,17.0,20.6,101,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
410,2013,New Jersey,Hispanic,47.1,17.4,19.4,101,-169.0,133.79999999999927,-79.5,-592.3000000000002
411,2007,New Mexico,Hispanic,32.4,14.4,29.8,102,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
412,2009,New Mexico,Hispanic,26.6,15.8,29.8,102,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
413,2011,New Mexico,Hispanic,27.1,15.1,28.2,102,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
414,2013,New Mexico,Hispanic,23.3,16.5,21.0,102,-169.0,133.79999999999927,-79.5,-592.3000000000002
415,2015,New Mexico,Hispanic,26.3,17.3,20.2,102,-96.5,-169.0,178.5000000000009,133.79999999999927
416,2017,New Mexico,Hispanic,25.7,16.5,20.7,102,8.300000000000182,-96.5,-156.80000000000018,-169.0
417,2019,New Mexico,Hispanic,24.8,16.7,17.6,102,-96.0,8.300000000000182,333.89999999999964,-96.5
418,2007,New York,Hispanic,24.6,16.9,29.2,103,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
419,2009,New York,Hispanic,22.6,18.3,29.8,103,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
420,2011,New York,Hispanic,29.5,18.0,25.6,103,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
421,2013,New York,Hispanic,29.3,16.0,22.7,103,-169.0,133.79999999999927,-79.5,-592.3000000000002
422,2015,New York,Hispanic,22.6,16.4,15.5,103,-96.5,-169.0,178.5000000000009,133.79999999999927
423,2017,New York,Hispanic,25.5,20.3,18.1,103,8.300000000000182,-96.5,-156.80000000000018,-169.0
424,2019,New York,Hispanic,23.8,18.8,11.3,103,-96.0,8.300000000000182,333.89999999999964,-96.5
425,2007,North Carolina,Hispanic,18.9,19.7,30.1,104,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
426,2015,North Carolina,Hispanic,21.4,17.0,17.1,104,-96.5,-169.0,178.5000000000009,133.79999999999927
427,2017,North Carolina,Hispanic,21.0,21.6,20.7,104,8.300000000000182,-96.5,-156.80000000000018,-169.0
428,2019,North Carolina,Hispanic,22.5,20.9,17.4,104,-96.0,8.300000000000182,333.89999999999964,-96.5
429,2015,North Dakota,Hispanic,40.2,22.7,20.2,105,-96.5,-169.0,178.5000000000009,133.79999999999927
430,2019,North Dakota,Hispanic,39.4,20.9,17.8,105,-96.0,8.300000000000182,333.89999999999964,-96.5
431,2007,Ohio,Hispanic,28.8,15.4,29.2,106,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
432,2007,Oklahoma,Hispanic,30.8,14.2,35.8,107,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
433,2009,Oklahoma,Hispanic,31.0,22.3,27.9,107,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
434,2011,Oklahoma,Hispanic,37.9,19.1,29.7,107,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
435,2013,Oklahoma,Hispanic,29.6,12.4,23.6,107,-169.0,133.79999999999927,-79.5,-592.3000000000002
436,2015,Oklahoma,Hispanic,39.6,17.6,25.9,107,-96.5,-169.0,178.5000000000009,133.79999999999927
437,2017,Oklahoma,Hispanic,29.7,23.4,23.4,107,8.300000000000182,-96.5,-156.80000000000018,-169.0
438,2019,Oklahoma,Hispanic,29.6,18.6,17.4,107,-96.0,8.300000000000182,333.89999999999964,-96.5
439,2009,Pennsylvania,Hispanic,17.9,20.0,30.9,108,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
440,2015,Pennsylvania,Hispanic,24.6,18.1,20.3,108,-96.5,-169.0,178.5000000000009,133.79999999999927
441,2017,Pennsylvania,Hispanic,19.7,18.6,19.4,108,8.300000000000182,-96.5,-156.80000000000018,-169.0
442,2019,Pennsylvania,Hispanic,29.1,16.3,14.6,108,-96.0,8.300000000000182,333.89999999999964,-96.5
443,2017,Puerto Rico,Hispanic,0.1,13.5,26.2,109,8.300000000000182,-96.5,-156.80000000000018,-169.0
444,2019,Puerto Rico,Hispanic,28.2,16.2,24.7,109,-96.0,8.300000000000182,333.89999999999964,-96.5
445,2007,Rhode Island,Hispanic,25.0,16.8,30.2,110,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
446,2009,Rhode Island,Hispanic,24.9,21.3,26.4,110,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
447,2011,Rhode Island,Hispanic,37.5,20.7,22.0,110,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
448,2013,Rhode Island,Hispanic,29.0,21.2,20.8,110,-169.0,133.79999999999927,-79.5,-592.3000000000002
449,2015,Rhode Island,Hispanic,20.7,19.6,15.7,110,-96.5,-169.0,178.5000000000009,133.79999999999927
450,2017,Rhode Island,Hispanic,20.4,18.5,10.7,110,8.300000000000182,-96.5,-156.80000000000018,-169.0
451,2015,South Carolina,Hispanic,13.6,18.4,18.1,111,-96.5,-169.0,178.5000000000009,133.79999999999927
452,2017,South Carolina,Hispanic,15.2,22.2,12.0,111,8.300000000000182,-96.5,-156.80000000000018,-169.0
453,2019,South Carolina,Hispanic,14.0,19.7,15.4,111,-96.0,8.300000000000182,333.89999999999964,-96.5
454,2009,South Dakota,Hispanic,20.8,16.7,27.8,112,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
455,2019,South Dakota,Hispanic,17.7,16.2,16.1,112,-96.0,8.300000000000182,333.89999999999964,-96.5
456,2007,Tennessee,Hispanic,35.1,20.2,43.5,113,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
457,2009,Tennessee,Hispanic,25.2,15.6,40.4,113,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
458,2011,Tennessee,Hispanic,21.2,13.1,33.7,113,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
459,2013,Tennessee,Hispanic,15.9,16.5,37.3,113,-169.0,133.79999999999927,-79.5,-592.3000000000002
460,2015,Tennessee,Hispanic,28.4,20.8,19.3,113,-96.5,-169.0,178.5000000000009,133.79999999999927
461,2017,Tennessee,Hispanic,28.6,18.0,23.2,113,8.300000000000182,-96.5,-156.80000000000018,-169.0
462,2019,Tennessee,Hispanic,14.8,19.5,18.8,113,-96.0,8.300000000000182,333.89999999999964,-96.5
463,2007,Texas,Hispanic,34.1,16.5,36.7,114,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
464,2009,Texas,Hispanic,32.5,17.2,33.9,114,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
465,2011,Texas,Hispanic,34.5,18.4,29.5,114,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
466,2013,Texas,Hispanic,36.0,17.2,23.7,114,-169.0,133.79999999999927,-79.5,-592.3000000000002
467,2017,Texas,Hispanic,28.2,20.7,18.2,114,8.300000000000182,-96.5,-156.80000000000018,-169.0
468,2019,Texas,Hispanic,32.7,19.4,16.8,114,-96.0,8.300000000000182,333.89999999999964,-96.5
469,2007,Utah,Hispanic,33.6,13.7,14.5,115,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
470,2009,Utah,Hispanic,23.1,13.8,12.0,115,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
471,2011,Utah,Hispanic,18.8,17.2,17.4,115,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
472,2013,Utah,Hispanic,19.3,19.3,13.1,115,-169.0,133.79999999999927,-79.5,-592.3000000000002
473,2017,Utah,Hispanic,16.0,19.3,14.7,115,8.300000000000182,-96.5,-156.80000000000018,-169.0
474,2019,Utah,Hispanic,13.1,15.7,9.9,115,-96.0,8.300000000000182,333.89999999999964,-96.5
475,2007,Vermont,Hispanic,20.0,14.3,36.0,116,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
476,2009,Vermont,Hispanic,21.2,12.1,40.1,116,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
477,2011,Vermont,Hispanic,16.5,14.3,26.4,116,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
478,2011,Virginia,Hispanic,11.0,21.8,24.5,117,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
479,2013,Virginia,Hispanic,11.3,20.7,18.0,117,-169.0,133.79999999999927,-79.5,-592.3000000000002
480,2015,Virginia,Hispanic,15.9,21.0,14.1,117,-96.5,-169.0,178.5000000000009,133.79999999999927
481,2017,Virginia,Hispanic,12.9,16.7,18.8,117,8.300000000000182,-96.5,-156.80000000000018,-169.0
482,2009,Wisconsin,Hispanic,34.3,17.7,23.3,118,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
483,2011,Wisconsin,Hispanic,36.2,15.3,27.2,118,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
484,2013,Wisconsin,Hispanic,37.6,14.2,22.7,118,-169.0,133.79999999999927,-79.5,-592.3000000000002
485,2017,Wisconsin,Hispanic,36.3,15.1,16.7,118,8.300000000000182,-96.5,-156.80000000000018,-169.0
486,2007,Wyoming,Hispanic,26.7,10.1,32.6,119,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
487,2009,Wyoming,Hispanic,26.6,12.9,31.8,119,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
488,2011,Wyoming,Hispanic,22.7,18.1,26.6,119,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
489,2013,Wyoming,Hispanic,26.2,16.1,25.0,119,-169.0,133.79999999999927,-79.5,-592.3000000000002
490,2015,Wyoming,Hispanic,28.5,17.9,19.4,119,-96.5,-169.0,178.5000000000009,133.79999999999927
491,2009,Alabama,Non-Hispanic Black,29.3,22.3,33.1,120,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
492,2011,Alabama,Non-Hispanic Black,30.2,16.5,40.8,120,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
493,2013,Alabama,Non-Hispanic Black,38.9,13.9,32.1,120,-169.0,133.79999999999927,-79.5,-592.3000000000002
494,2015,Alabama,Non-Hispanic Black,25.8,19.7,28.5,120,-96.5,-169.0,178.5000000000009,133.79999999999927
495,2019,Alabama,Non-Hispanic Black,20.8,23.5,18.2,120,-96.0,8.300000000000182,333.89999999999964,-96.5
496,2007,Arizona,Non-Hispanic Black,29.7,24.9,23.7,121,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
497,2009,Arizona,Non-Hispanic Black,25.8,20.6,26.6,121,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
498,2007,Arkansas,Non-Hispanic Black,23.8,15.3,33.3,122,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
499,2009,Arkansas,Non-Hispanic Black,14.9,13.5,24.9,122,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
500,2011,Arkansas,Non-Hispanic Black,25.8,21.8,31.5,122,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
501,2013,Arkansas,Non-Hispanic Black,19.2,20.5,26.2,122,-169.0,133.79999999999927,-79.5,-592.3000000000002
502,2015,Arkansas,Non-Hispanic Black,29.9,21.3,29.9,122,-96.5,-169.0,178.5000000000009,133.79999999999927
503,2017,Arkansas,Non-Hispanic Black,26.6,22.7,26.5,122,8.300000000000182,-96.5,-156.80000000000018,-169.0
504,2019,Arkansas,Non-Hispanic Black,20.7,19.1,12.4,122,-96.0,8.300000000000182,333.89999999999964,-96.5
505,2017,California,Non-Hispanic Black,28.9,12.2,13.2,123,8.300000000000182,-96.5,-156.80000000000018,-169.0
506,2015,Connecticut,Non-Hispanic Black,16.2,22.6,13.4,124,-96.5,-169.0,178.5000000000009,133.79999999999927
507,2017,Connecticut,Non-Hispanic Black,11.6,19.4,10.5,124,8.300000000000182,-96.5,-156.80000000000018,-169.0
508,2007,Delaware,Non-Hispanic Black,31.3,20.6,30.4,125,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
509,2009,Delaware,Non-Hispanic Black,23.5,18.3,32.4,125,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
510,2011,Delaware,Non-Hispanic Black,26.7,18.9,27.6,125,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
511,2013,Delaware,Non-Hispanic Black,15.3,20.6,23.4,125,-169.0,133.79999999999927,-79.5,-592.3000000000002
512,2015,Delaware,Non-Hispanic Black,11.5,17.5,21.2,125,-96.5,-169.0,178.5000000000009,133.79999999999927
513,2007,District of Columbia,Non-Hispanic Black,17.8,17.9,30.0,126,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
514,2011,District of Columbia,Non-Hispanic Black,14.1,19.3,29.2,126,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
515,2007,Florida,Non-Hispanic Black,26.0,17.6,31.7,127,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
516,2009,Florida,Non-Hispanic Black,26.2,15.9,27.5,127,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
517,2011,Florida,Non-Hispanic Black,22.5,17.2,27.1,127,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
518,2013,Florida,Non-Hispanic Black,28.1,17.6,20.4,127,-169.0,133.79999999999927,-79.5,-592.3000000000002
519,2015,Florida,Non-Hispanic Black,23.0,14.9,23.2,127,-96.5,-169.0,178.5000000000009,133.79999999999927
520,2017,Florida,Non-Hispanic Black,23.4,17.7,18.1,127,8.300000000000182,-96.5,-156.80000000000018,-169.0
521,2019,Florida,Non-Hispanic Black,22.2,17.0,15.8,127,-96.0,8.300000000000182,333.89999999999964,-96.5
522,2007,Georgia,Non-Hispanic Black,31.9,20.8,29.5,128,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
523,2009,Georgia,Non-Hispanic Black,28.2,17.7,29.1,128,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
524,2011,Georgia,Non-Hispanic Black,32.9,17.2,26.5,128,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
525,2013,Georgia,Non-Hispanic Black,29.3,20.0,21.1,128,-169.0,133.79999999999927,-79.5,-592.3000000000002
526,2007,Illinois,Non-Hispanic Black,44.4,18.9,29.9,129,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
527,2009,Illinois,Non-Hispanic Black,59.2,20.0,34.3,129,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
528,2011,Illinois,Non-Hispanic Black,60.3,18.6,28.9,129,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
529,2013,Illinois,Non-Hispanic Black,51.0,14.0,24.5,129,-169.0,133.79999999999927,-79.5,-592.3000000000002
530,2015,Illinois,Non-Hispanic Black,44.6,17.0,20.5,129,-96.5,-169.0,178.5000000000009,133.79999999999927
531,2017,Illinois,Non-Hispanic Black,57.3,16.1,15.0,129,8.300000000000182,-96.5,-156.80000000000018,-169.0
532,2019,Illinois,Non-Hispanic Black,49.1,16.4,12.7,129,-96.0,8.300000000000182,333.89999999999964,-96.5
533,2007,Indiana,Non-Hispanic Black,31.5,18.7,36.9,130,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
534,2009,Indiana,Non-Hispanic Black,19.0,21.0,19.8,130,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
535,2011,Indiana,Non-Hispanic Black,22.4,15.7,23.1,130,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
536,2015,Indiana,Non-Hispanic Black,20.3,21.9,20.4,130,-96.5,-169.0,178.5000000000009,133.79999999999927
537,2017,Iowa,Non-Hispanic Black,24.2,9.6,19.7,131,8.300000000000182,-96.5,-156.80000000000018,-169.0
538,2007,Kansas,Non-Hispanic Black,27.5,21.6,37.9,132,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
539,2009,Kansas,Non-Hispanic Black,23.3,14.3,32.1,132,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
540,2011,Kansas,Non-Hispanic Black,28.2,14.1,23.5,132,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
541,2017,Kansas,Non-Hispanic Black,22.7,12.3,6.6,132,8.300000000000182,-96.5,-156.80000000000018,-169.0
542,2007,Kentucky,Non-Hispanic Black,17.7,23.1,29.1,133,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
543,2009,Kentucky,Non-Hispanic Black,16.5,16.6,24.9,133,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
544,2011,Kentucky,Non-Hispanic Black,18.8,14.8,24.3,133,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
545,2013,Kentucky,Non-Hispanic Black,19.3,13.3,25.3,133,-169.0,133.79999999999927,-79.5,-592.3000000000002
546,2015,Kentucky,Non-Hispanic Black,21.7,22.9,28.6,133,-96.5,-169.0,178.5000000000009,133.79999999999927
547,2017,Kentucky,Non-Hispanic Black,16.5,20.3,21.4,133,8.300000000000182,-96.5,-156.80000000000018,-169.0
548,2019,Kentucky,Non-Hispanic Black,19.9,13.6,19.6,133,-96.0,8.300000000000182,333.89999999999964,-96.5
549,2007,Louisiana,Non-Hispanic Black,45.1,21.5,32.8,134,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
