CPI_Growth_Rate,RSXFS,Corn_Price,COVID_Var,Crude_Oil_Price,Date
0.213919133,337530000000.0,164.1141037,0,82.5073913043478,2007-10-01
0.593961787,341133000000.0,171.1139434,0,92.7313636363636,2007-11-01
-0.067086313,336189000000.0,180.2832637,0,91.5195238095238,2007-12-01
0.497057647,337412000000.0,206.5588043,0,92.0917391304348,2008-01-01
0.290411218,334584000000.0,220.0475977,0,94.722380952381,2008-02-01
0.866821293,335193000000.0,233.9259293,0,103.161904761905,2008-03-01
0.606477839,334843000000.0,246.6418625,0,110.033181818182,2008-04-01
0.842088603,337947000000.0,243.5317736,0,123.862272727273,2008-05-01
1.007699693,338311000000.0,287.1320709,0,132.760476190476,2008-06-01
0.525101113,336771000000.0,267.1414541,0,133.585217391304,2008-07-01
-0.399156226,334045000000.0,235.1594667,0,113.800476190476,2008-08-01
-1.010133328,314830000000.0,183.0247029,0,71.9634782608696,2008-10-01
-1.915289533,301332000000.0,164.3044002,0,52.7135,2008-11-01
-1.034247381,294025000000.0,158.909797,0,40.5117391304348,2008-12-01
0.435241738,298673000000.0,173.2951299,0,43.1745454545455,2009-01-01
0.497293304,297631000000.0,163.3999605,0,42.9105,2009-02-01
0.243174846,292300000000.0,164.5770304,0,46.5827272727273,2009-03-01
0.249636828,293614000000.0,168.7959054,0,50.5190909090909,2009-04-01
0.288876383,296501000000.0,180.0702121,0,57.5014285714286,2009-05-01
0.858989226,302169000000.0,179.3937946,0,68.58,2009-06-01
-0.158558692,302802000000.0,151.8002554,0,64.9043478260869,2009-07-01
0.224285004,309023000000.0,152.0362942,0,72.5919047619048,2009-08-01
0.096310119,304154000000.0,167.2791214,0,72.9686363636364,2009-10-01
0.070775337,306675000000.0,171.6868545,0,76.9366666666667,2009-11-01
-0.176119817,308413000000.0,164.6128196,0,74.7895652173913,2009-12-01
0.341747357,308346000000.0,167.3356308,0,76.6023809523809,2010-01-01
0.024920738,308435000000.0,161.9069613,0,73.903,2010-02-01
0.410628354,315771000000.0,158.9277694,0,79.5191304347826,2010-03-01
0.173688491,318646000000.0,157.2666427,0,85.1563636363636,2010-04-01
0.077519735,315356000000.0,163.2403005,0,76.1323809523809,2010-05-01
-0.097626708,314806000000.0,152.8739339,0,75.2463636363636,2010-06-01
0.021104306,315589000000.0,163.9217456,0,75.195,2010-07-01
0.138066428,317171000000.0,175.6001304,0,76.8918181818182,2010-08-01
0.124519889,324078000000.0,235.703123,0,83.3385714285714,2010-10-01
0.042064642,327340000000.0,238.2367488,0,85.8009090909091,2010-11-01
0.171844079,329684000000.0,250.6255509,0,91.96,2010-12-01
0.476323005,332082000000.0,265.285524,0,96.952380952381,2011-01-01
0.493136503,334619000000.0,293.396797,0,104.2385,2011-02-01
0.975107203,337859000000.0,290.4347217,0,114.917391304348,2011-03-01
0.643942954,339671000000.0,318.938776,0,123.325714285714,2011-04-01
0.470418753,339090000000.0,308.5752214,0,114.929545454545,2011-05-01
-0.107096706,341601000000.0,310.5364743,0,114.370454545455,2011-06-01
0.088604567,341366000000.0,300.8322095,0,117.483333333333,2011-07-01
0.27575889,341964000000.0,310.3071116,0,110.354782608696,2011-08-01
-0.206268263,347682000000.0,274.846376,0,110.429523809524,2011-10-01
-0.084356133,348930000000.0,274.2783489,0,111.158636363636,2011-11-01
-0.246651638,349671000000.0,258.5179405,0,108.347727272727,2011-12-01
0.440019143,352554000000.0,272.9201455,0,111.415,2012-01-01
0.440297355,357205000000.0,279.5143214,0,119.165714285714,2012-02-01
0.759455862,358614000000.0,280.715052,0,124.703181818182,2012-03-01
0.30210295,356588000000.0,274.2192966,0,120.47,2012-04-01
-0.117347937,355793000000.0,268.8849036,0,110.822173913043,2012-05-01
-0.146639688,352088000000.0,267.3289218,0,95.8890476190476,2012-06-01
-0.162978586,353723000000.0,332.9988526,0,102.979545454545,2012-07-01
0.556515818,358452000000.0,332.2334953,0,113.780434782609,2012-08-01
-0.038892514,361714000000.0,321.3824173,0,111.792608695652,2012-10-01
-0.473808669,362746000000.0,321.5968705,0,109.911818181818,2012-11-01
-0.269306449,364220000000.0,308.7504006,0,109.569047619048,2012-12-01
0.295730419,366868000000.0,303.3602112,0,112.527826086957,2013-01-01
0.819002953,372191000000.0,302.6103405,0,116.488,2013-02-01
0.261450858,369051000000.0,309.5792051,0,109.585714285714,2013-03-01
-0.103963948,367123000000.0,279.7648464,0,102.96,2013-04-01
0.178040777,369516000000.0,295.368975,0,102.980434782609,2013-05-01
0.239970809,370732000000.0,297.1119132,0,103.3585,2013-06-01
0.039399753,373185000000.0,279.0132714,0,107.779565217391,2013-07-01
0.120293156,372208000000.0,234.9387661,0,111.058181818182,2013-08-01
-0.257528326,373275000000.0,201.7799929,0,109.618695652174,2013-10-01
-0.204242419,373691000000.0,199.1824442,0,108.150476190476,2013-11-01
-0.00858115,376564000000.0,197.5534486,0,111.070454545455,2013-12-01
0.372024767,373103000000.0,198.7719886,0,107.926956521739,2014-01-01
0.369790865,378327000000.0,209.3560195,0,108.838,2014-02-01
0.644004413,382202000000.0,222.3929172,0,107.868095238095,2014-03-01
0.329675445,386409000000.0,222.4304107,0,108.003636363636,2014-04-01
0.349260984,386717000000.0,216.975101,0,109.832272727273,2014-05-01
0.186212694,387738000000.0,202.633823,0,112.240952380952,2014-06-01
-0.039019396,387978000000.0,182.2945163,0,107.462608695652,2014-07-01
-0.167051417,391224000000.0,176.4820806,0,102.401904761905,2014-08-01
-0.251227781,390417000000.0,163.3780893,0,87.5847826086957,2014-10-01
-0.539941794,391348000000.0,178.7085351,0,79.2295,2014-11-01
-0.567010091,388028000000.0,178.7129461,0,62.9039130434783,2014-12-01
-0.470589237,385289000000.0,174.7948714,0,48.9331818181818,2015-01-01
0.434304492,384685000000.0,173.7588658,0,58.254,2015-02-01
0.595172161,390850000000.0,174.2938214,0,56.5245454545454,2015-03-01
0.203287325,391130000000.0,172.151577,0,59.8263636363636,2015-04-01
0.509723203,394366000000.0,166.3503895,0,65.1938095238095,2015-05-01
0.350287,394743000000.0,166.8138607,0,62.62,2015-06-01
0.006704716,398028000000.0,179.6085304,0,56.8295652173913,2015-07-01
-0.141627628,397782000000.0,162.7406991,0,47.5338095238095,2015-08-01
-0.044968375,394266000000.0,171.4485732,0,48.9063636363636,2015-10-01
-0.211068038,395960000000.0,166.0924241,0,45.0952380952381,2015-11-01
-0.341709644,396826000000.0,164.0044018,0,38.5252173913043,2015-12-01
0.165310221,394486000000.0,161.0988769,0,32.0452380952381,2016-01-01
0.082307653,397676000000.0,159.7168454,0,33.762380952381,2016-02-01
0.430600014,396630000000.0,159.2265321,0,39.7921739130435,2016-03-01
0.474106798,398199000000.0,164.4654019,0,43.3304761904762,2016-04-01
0.4045791,399711000000.0,169.0021199,0,47.735,2016-05-01
0.328436617,404475000000.0,179.9127393,0,49.8772727272727,2016-06-01
-0.16181364,403827000000.0,161.8230448,0,46.5985714285714,2016-07-01
0.091843011,403731000000.0,150.2154124,0,47.0521739130435,2016-08-01
0.124674851,407120000000.0,152.617444,0,51.4138095238095,2016-10-01
-0.155546087,405929000000.0,151.3314157,0,46.9422727272727,2016-11-01
0.032732139,412576000000.0,152.7299247,0,55.0227272727273,2016-12-01
0.582772789,415749000000.0,160.012107,0,55.7109090909091,2017-01-01
0.314611739,415552000000.0,162.9625359,0,56.096,2017-02-01
0.081279787,414836000000.0,158.9791193,0,52.6552173913044,2017-03-01
0.296553337,416541000000.0,156.5404521,0,53.978,2017-04-01
0.085472183,414102000000.0,158.6002196,0,51.374347826087,2017-05-01
0.090711101,416293000000.0,157.9739071,0,47.6527272727273,2017-06-01
-0.068992264,416373000000.0,157.6106459,0,49.2533333333333,2017-07-01
0.29944523,416888000000.0,148.5434304,0,51.9278260869565,2017-08-01
-0.06320421,426725000000.0,148.7223768,0,57.5363636363636,2017-10-01
0.002432469,430931000000.0,148.7921659,0,62.8363636363636,2017-11-01
-0.058783228,433537000000.0,149.0874275,0,64.0642857142857,2017-12-01
0.544774545,431045000000.0,155.9168753,0,68.8891304347826,2018-01-01
0.453468997,433754000000.0,163.4609697,0,65.6965,2018-02-01
0.22611259,432891000000.0,172.07659,0,66.8918181818182,2018-03-01
0.397509156,434832000000.0,175.6009825,0,71.9328571428572,2018-04-01
0.415891693,439781000000.0,179.1790589,0,76.934347826087,2018-05-01
0.15938757,437530000000.0,165.1402855,0,75.8028571428572,2018-06-01
0.006746326,440111000000.0,156.5542655,0,75.2290909090909,2018-07-01
0.055554233,439439000000.0,162.5222585,0,73.8513043478261,2018-08-01
0.176676346,443560000000.0,160.3655651,0,80.7834782608696,2018-10-01
-0.334934852,445484000000.0,160.8782077,0,66.2286363636364,2018-11-01
-0.319396282,435285000000.0,167.4898806,0,57.9480952380952,2018-12-01
0.190659667,438377000000.0,166.8462415,0,59.9447826086956,2019-01-01
0.422705314,438830000000.0,169.6562835,0,64.384,2019-02-01
0.564135836,446084000000.0,166.321332,0,66.9419047619048,2019-03-01
0.529500161,445957000000.0,161.6533866,0,71.4759090909091,2019-04-01
0.212875859,448869000000.0,171.1801536,0,70.3891304347826,2019-05-01
0.019914718,448856000000.0,195.1679223,0,63.2085,2019-06-01
0.167094162,452442000000.0,189.4863732,0,64.3221739130435,2019-07-01
-0.005066824,455725000000.0,163.6286143,0,59.6181818181818,2019-08-01
0.228619055,453140000000.0,167.2977941,0,59.6313043478261,2019-10-01
-0.053624303,456656000000.0,166.3617855,0,62.6866666666667,2019-11-01
-0.090976953,457669000000.0,167.0590173,0,65.3481818181818,2019-12-01
0.387976994,456334000000.0,171.8141352,0,63.8986956521739,2020-01-01
0.274061813,456676000000.0,168.7445985,0,55.691,2020-02-01
-0.217645103,429854000000.0,162.1791482,1,33.9472727272727,2020-03-01
-0.668694187,376992000000.0,147.0121602,1,26.8486363636364,2020-04-01
0.001950162,444746000000.0,143.9892438,1,32.4223809523809,2020-05-01
0.547204693,474621000000.0,148.0423804,1,40.8604545454546,2020-06-01
0.50582435,480461000000.0,152.5876196,1,43.295652173913,2020-07-01
0.315321052,483280000000.0,149.3929998,1,45.0814285714286,2020-08-01
0.041493776,490482000000.0,186.7663875,1,41.6068181818182,2020-10-01
-0.061062722,487824000000.0,190.6250376,1,44.05,2020-11-01
0.094147847,496423000000.0,199.1844175,1,50.3769565217391,2020-12-01
0.425378349,510740000000.0,231.7544615,1,55.2247619047619,2021-01-01
0.547438279,497758000000.0,245.5540566,1,62.3625,2021-02-01
0.708327313,550349000000.0,245.7603568,1,65.7960869565217,2021-03-01
0.821890915,552575000000.0,268.6224488,1,65.5318181818182,2021-04-01
0.801710515,545282000000.0,304.2975497,1,68.3752380952381,2021-05-01
0.92906629,548414000000.0,292.5237268,1,73.5127272727273,2021-06-01
0.481052353,537466000000.0,278.4457556,1,74.4031818181818,2021-07-01
0.206591136,542966000000.0,257.0207554,1,70.5881818181818,2021-08-01
0.830811855,557190000000.0,239.6024509,1,83.8652380952381,2021-10-01
0.49134275,563358000000.0,248.7677461,1,80.8904545454545,2021-11-01
0.307251716,560896000000.0,264.5731468,1,74.6782608695652,2021-12-01
0.841457378,572415000000.0,276.7191782,1,85.6223809523809,2022-01-01
0.913397926,577933000000.0,292.671593,1,94.267,2022-02-01
1.335137955,589238000000.0,335.9306842,0,112.44,2022-03-01
0.558253103,595371000000.0,348.507117,0,106.155714285714,2022-04-01
1.1023524,593733000000.0,344.9092996,0,112.113636363636,2022-05-01
1.373607576,598405000000.0,335.717134,0,117.692727272727,2022-06-01
-0.011811914,594264000000.0,312.682042,0,105.252857142857,2022-07-01
-0.035439928,596600000000.0,293.9307903,0,97.6430434782609,2022-08-01
0.405649443,602581000000.0,343.5532833,0,93.7185714285714,2022-10-01
-0.101002644,593927000000.0,320.9296829,0,90.9386363636364,2022-11-01
-0.307009146,585653000000.0,302.2354051,0,81.5031818181818,2022-12-01
0.799536383,606350000000.0,302.8399884,0,84.0818181818182,2023-01-01
0.558211051,602624000000.0,298.2453034,0,83.6325,2023-02-01
0.331072996,594281000000.0,284.957405,0,79.2565217391304,2023-03-01
0.505903868,596809000000.0,291.1797449,0,83.536,2023-04-01
0.251843501,599958000000.0,268.1725264,0,75.7473913043478,2023-05-01
0.322891424,600736000000.0,266.9352396,0,74.975,2023-06-01
0.190751502,603792000000.0,235.2719473,0,80.1090476190476,2023-07-01
0.436715507,608386000000.0,207.6758887,0,85.1682608695652,2023-08-01
